,Product Name in flipkart,Retail Price (FK),Discounted Price (FK),Product name in Amazon,Retail Price (AMZ),Discounted Price (AMZ)
802,myesquire black and white aroma burner combo lemongrass liquid air freshener,750.0,310.0,myesquire black and white aroma burner combo lemongrass liquid air freshener,734,403
803,myesquire oval electric aroma lemongrass liquid air freshener,890.0,590.0,myesquire oval electric aroma lemongrass liquid air freshener,939,744
804,myesquire oval electric aroma lemongrass liquid air freshener,955.0,599.0,myesquire oval electric aroma lemongrass liquid air freshener,939,744
805,pulpypapaya self design women's round neck t-shirt,499.0,349.0,pulpypapaya self design women's round neck t-shirt,483,424
806,kea casual sleeveless solid women's top,1999.0,199.0,kea casual sleeveless solid women's top,1998,220
807,rampwalk casual sleeveless solid women's top,799.0,359.0,rampwalk casual sleeveless solid women's top,782,516
808,alibi casual sleeveless solid women's top,499.0,315.0,alibi casual sleeveless solid women's top,489,387
809,karatcraft zunia gold diamond 18 k ring,19306.0,14450.0,karatcraft zunia gold diamond 18 k ring,19293,18401
810,karatcraft bibiana gold diamond 18 k ring,24911.0,14001.0,karatcraft bibiana gold diamond 18 k ring,24901,17154
811,"bluestone the rajeshwari white gold diamond, emerald, ruby 18 k ring",24984.0,22904.0,"bluestone the rajeshwari white gold diamond, emerald, ruby 18 k ring",24979,26899
812,fundoo t printed men's track suit,,,fundoo t printed men's track suit,-11,0
813,tapyti casual sleeveless solid women's top,999.0,499.0,tapyti casual sleeveless solid women's top,991,621
814,miss chase casual sleeveless solid women's top,1399.0,979.0,miss chase casual sleeveless solid women's top,997,1105
815,miss chase casual sleeveless solid women's top,899.0,450.0,miss chase casual sleeveless solid women's top,997,1105
816,nine lions bollywood fashion party sleeveless solid women's top,2700.0,700.0,nine lions bollywood fashion party sleeveless solid women's top,2686,797
817,parron men's solid casual shirt,1449.0,699.0,parron men's solid casual shirt,1535,897
818,parron men's solid casual shirt,1449.0,598.0,parron men's solid casual shirt,1535,897
819,parron men's printed casual shirt,1449.0,699.0,parron men's printed casual shirt,1429,838
820,parron men's solid casual shirt,1549.0,749.0,parron men's solid casual shirt,1535,897
821,parron men's solid casual shirt,1549.0,749.0,parron men's solid casual shirt,1535,897
822,modo vivendi casual sleeveless solid women's top,899.0,899.0,modo vivendi casual sleeveless solid women's top,884,1155
823,karatcraft citra engagement gold diamond 18 k ring,49999.0,37905.0,karatcraft citra engagement gold diamond 18 k ring,42069,37787
824,karatcraft journa gold diamond 18 k ring,48214.0,40178.0,karatcraft journa gold diamond 18 k ring,45343,44680
825,r factor casual sleeveless geometric print women's top,2000.0,1700.0,r factor casual sleeveless geometric print women's top,1988,1932
826,mangosteen casual 3/4 sleeve printed women's top,1999.0,1499.0,mangosteen casual 3/4 sleeve printed women's top,1986,1753
827,karatcraft raciel gold diamond 18 k ring,42689.0,38808.0,karatcraft raciel gold diamond 18 k ring,42685,46202
828,modo vivendi casual short sleeve solid women's top,999.0,999.0,modo vivendi casual short sleeve solid women's top,979,1242
829,modo vivendi casual sleeveless solid women's top,899.0,899.0,modo vivendi casual sleeveless solid women's top,884,1155
830,enah casual sleeveless printed women's top,999.0,795.0,enah casual sleeveless printed women's top,985,911
831,iskiuski medieval sterling silver diamond 22k yellow gold ring,17060.0,13120.0,iskiuski medieval sterling silver diamond 22k yellow gold ring,17049,16975
832,kaaryah casual short sleeve solid women's top,990.0,990.0,kaaryah casual short sleeve solid women's top,983,1273
833,allen solly casual short sleeve solid women's top,899.0,539.0,allen solly casual short sleeve solid women's top,891,619
834,alibi casual short sleeve solid women's top,699.0,417.0,alibi casual short sleeve solid women's top,697,500
835,butterfly wears casual short sleeve solid women's top,999.0,449.0,butterfly wears casual short sleeve solid women's top,981,494
836,juelle casual sleeveless solid women's top,995.0,796.0,juelle casual sleeveless solid women's top,994,963
837,french creations casual short sleeve solid women's top,999.0,749.0,french creations casual short sleeve solid women's top,985,905
838,myesquire ceramic coffee burner pot lemongrass liquid air freshener,349.0,245.0,myesquire ceramic coffee burner pot lemongrass liquid air freshener,344,292
839,myesquire blue green aroma burner combo lemongrass liquid air freshener,790.0,280.0,myesquire blue green aroma burner combo lemongrass liquid air freshener,775,339
840,myesquire white brown aroma burner combo lemongrass liquid air freshener,790.0,270.0,myesquire white brown aroma burner combo lemongrass liquid air freshener,777,310
841,myesquire brown aroma burner combo lemongrass liquid air freshener,790.0,270.0,myesquire brown aroma burner combo lemongrass liquid air freshener,786,315
842,myesquire ceramic burner pot lemongrass liquid air freshener,349.0,245.0,myesquire ceramic burner pot lemongrass liquid air freshener,346,283
843,myesquire ceramic burner pot lemongrass liquid air freshener,349.0,245.0,myesquire ceramic burner pot lemongrass liquid air freshener,346,283
844,"bluestone the golden arm yellow gold diamond, pearl 18 k ring",24624.0,24624.0,"bluestone the golden arm yellow gold diamond, pearl 18 k ring",24618,30316
845,612 league girl's gathered dress,1045.0,522.0,612 league girl's gathered dress,1042,663
846,612 league girl's gathered dress,1095.0,766.0,612 league girl's gathered dress,1042,663
847,612 league girl's gathered dress,1095.0,766.0,612 league girl's gathered dress,1042,663
848,612 league girl's gathered dress,1045.0,731.0,612 league girl's gathered dress,1042,663
849,cation casual short sleeve solid women's top,1200.0,600.0,cation casual short sleeve solid women's top,1385,952
850,blacksoul casual short sleeve solid women's top,1099.0,550.0,blacksoul casual short sleeve solid women's top,1089,674
851,jewlook neck tie men's  combo,1799.0,899.0,jewlook neck tie men's  combo,1781,1155
852,palette casual sleeveless solid women's top,1099.0,499.0,palette casual sleeveless solid women's top,1080,617
853,rampwalk casual sleeveless solid women's top,799.0,399.0,rampwalk casual sleeveless solid women's top,782,516
854,rampwalk casual sleeveless solid women's top,799.0,399.0,rampwalk casual sleeveless solid women's top,782,516
855,the vanca casual 3/4 sleeve polka print women's top,1299.0,571.0,the vanca casual 3/4 sleeve polka print women's top,1284,693
856,the vanca casual 3/4 sleeve solid women's top,1299.0,571.0,the vanca casual 3/4 sleeve solid women's top,1279,691
857,komnil solid women's polo t-shirt,1699.0,799.0,komnil solid women's polo t-shirt,1689,1025
858,kaaryah formal short sleeve solid women's top,1484.0,742.0,kaaryah formal short sleeve solid women's top,1354,1209
859,kaaryah formal sleeveless solid women's top,1380.0,1380.0,kaaryah formal sleeveless solid women's top,1371,1657
860,h e creations brass cubic zirconia yellow gold ring,1500.0,500.0,h e creations brass cubic zirconia yellow gold ring,1488,581
861,aaliya festive full sleeve solid women's top,1700.0,850.0,aaliya festive full sleeve solid women's top,1696,1004
862,kaaryah formal short sleeve solid women's top,1360.0,952.0,kaaryah formal short sleeve solid women's top,1354,1209
863,schwof casual full sleeve solid women's top,1199.0,839.0,schwof casual full sleeve solid women's top,1182,1063
864,schwof party full sleeve solid women's top,999.0,699.0,schwof party full sleeve solid women's top,998,847
865,aaliya festive full sleeve self design women's top,1700.0,850.0,aaliya festive full sleeve self design women's top,1688,964
866,kaaryah formal sleeveless solid women's top,670.0,670.0,kaaryah formal sleeveless solid women's top,1371,1657
867,kaaryah formal sleeveless solid women's top,1390.0,973.0,kaaryah formal sleeveless solid women's top,1371,1657
868,waves girl's a-line dress,1565.0,939.0,waves girl's a-line dress,1560,1218
869,612 league girl's shift dress,1445.0,1011.0,612 league girl's shift dress,1439,1287
870,oxolloxo girl's a-line dress,1399.0,1119.0,oxolloxo girl's a-line dress,1381,1313
871,kaaryah casual sleeveless solid women's top,1360.0,952.0,kaaryah casual sleeveless solid women's top,1340,1082
872,kaaryah casual 3/4 sleeve printed women's top,1290.0,903.0,kaaryah casual 3/4 sleeve printed women's top,1282,1075
873,my addiction casual short sleeve printed women's top,799.0,399.0,my addiction casual short sleeve printed women's top,783,460
874,colors couture casual short sleeve printed women's top,899.0,599.0,colors couture casual short sleeve printed women's top,888,712
875,life by shoppers stop casual short sleeve applique women's top,799.0,479.0,life by shoppers stop casual short sleeve applique women's top,793,592
876,life by shoppers stop casual sleeveless solid women's top,1049.0,734.0,life by shoppers stop casual sleeveless solid women's top,1037,866
877,wearyourshine by pcj the midori gold diamond 18 k ring,15598.0,15598.0,wearyourshine by pcj the midori gold diamond 18 k ring,15579,19265
878,roadster casual short sleeve printed women's top,499.0,299.0,roadster casual short sleeve printed women's top,479,354
879,trend arrest casual 3/4 sleeve solid women's top,599.0,399.0,trend arrest casual 3/4 sleeve solid women's top,582,486
880,karatcraft duilla ruby gold diamond 18 k ring,48029.0,43663.0,karatcraft duilla ruby gold diamond 18 k ring,49995,53131
881,"bluestone the beatrice white gold diamond, pearl 14 k ring",22459.0,22459.0,"bluestone the beatrice white gold diamond, pearl 14 k ring",22440,28258
882,jacknjewel astonishing gold pearl 18k white gold 18 k ring,42696.0,25414.0,jacknjewel astonishing gold pearl 18k white gold 18 k ring,42681,31300
883,"kuberbox sortilège pearl gold diamond, pearl 14k white gold 14 k ring",26054.0,26054.0,"kuberbox sortilã¨ge pearl gold diamond, pearl 14k white gold 14 k ring",26051,31102
884,jacknjewel gold pearl yellow gold 14 k ring,17732.0,8689.0,jacknjewel gold pearl yellow gold 14 k ring,17727,9952
885,faballey casual full sleeve solid women's top,1100.0,1100.0,faballey casual full sleeve solid women's top,1092,1373
886,ishin casual full sleeve solid women's top,1249.0,499.0,ishin casual full sleeve solid women's top,1247,615
887,ishin casual full sleeve solid women's top,1249.0,499.0,ishin casual full sleeve solid women's top,1247,615
888,showoff casual sleeveless solid women's top,899.0,649.0,showoff casual sleeveless solid women's top,887,836
889,bedazzle casual sleeveless solid women's top,1200.0,399.0,bedazzle casual sleeveless solid women's top,1197,455
890,yepme casual sleeveless solid women's top,999.0,399.0,yepme casual sleeveless solid women's top,993,439
891,zenescope entertainment wonderland the board game,5834.0,4958.0,zenescope entertainment wonderland the board game,5821,6383
892,twilight creations humans 3 zombiecon board game,1326.0,1127.0,twilight creations humans 3 zombiecon board game,1316,1391
893,dungri india craft ducjug008-ducgl017-2 jug glass set,1599.0,1299.0,dungri india craft ducjug008-ducgl017-2 jug glass set,1582,1564
894,dungri india craft ducjug010-ducgl012-2 jug glass set,1599.0,1399.0,dungri india craft ducjug010-ducgl012-2 jug glass set,1596,1807
895,newworld rtne pack of one -583 tempered glass for xiaomi mi 4i,599.0,175.0,newworld rtne pack of one -583 tempered glass for xiaomi mi 4i,583,210
896,newworld rtne pack of one -446 tempered glass for intex aqua sense,599.0,175.0,newworld rtne pack of one -446 tempered glass for intex aqua sense,586,195
897,hariom enterprises polypropylene stick folders,1599.0,499.0,hariom enterprises polypropylene stick folders,1586,591
898,hariom enterprises polypropylene plastic file cover,999.0,399.0,hariom enterprises polypropylene plastic file cover,985,442
899,bft 6 w led bulb,350.0,350.0,bft 6 w led bulb,334,450
900,lamy screen metalic with stylus ball pen,2150.0,1935.0,lamy screen metalic with stylus ball pen,2142,2311
901,medimix transparent with glycerine and lakshadi,129.0,129.0,medimix transparent with glycerine and lakshadi,111,162
902,american-elm solid men's waistcoat,1099.0,549.0,american-elm solid men's waistcoat,1091,702
903,bft 6 w led cool white bulb,1400.0,1000.0,bft 6 w led cool white bulb,1382,1293
904,lg mc3286blt 32 l convection microwave oven,18490.0,16990.0,lg mc3286blt 32 l convection microwave oven,18487,18926
905,bft 9 w led bulb,800.0,800.0,bft 6 w led bulb,334,450
906,raymond checkered men's waistcoat,3999.0,1999.0,raymond checkered men's waistcoat,3991,2207
907,bft 9 w led bulb,350.0,250.0,bft 6 w led bulb,334,450
908,furst usb adapter with cable for dzire vc battery charger,999.0,249.0,furst usb adapter with cable for dzire vc battery charger,985,320
909,furst usb adapter with cable for mt x (2nd gen) battery charger,999.0,249.0,furst usb adapter with cable for mt x (2nd gen) battery charger,986,289
910,furst usb adapter with cable for lnvo vibe p1m battery charger,999.0,249.0,furst usb adapter with cable for lnvo vibe p1m battery charger,992,306
911,furst usb adapter with cable for a7 battery charger,999.0,249.0,furst usb adapter with cable for a7 battery charger,989,284
912,furst usb adapter with cable for dzire sv battery charger,999.0,249.0,furst usb adapter with cable for dzire sv battery charger,989,314
913,furst usb adapter with cable for xp z5 battery charger,999.0,249.0,furst usb adapter with cable for xp z5 battery charger,983,302
914,furst usb adapter with cable for lnvo sisley s90 battery charger,999.0,249.0,furst usb adapter with cable for lnvo sisley s90 battery charger,995,308
915,furst usb adapter with cable for one dual sim battery charger,999.0,249.0,furst usb adapter with cable for one dual sim battery charger,994,313
916,furst usb adapter with cable for core prime battery charger,999.0,249.0,furst usb adapter with cable for core prime battery charger,989,293
917,furst usb adapter with cable for xp miro battery charger,999.0,249.0,furst usb adapter with cable for xp miro battery charger,982,314
918,kalabhawan stair sculpture showpiece  -  39 cm,2199.0,1399.0,kalabhawan stair sculpture showpiece  -  39 cm,2184,1648
919,serebroarts iron decorative platter,2199.0,1099.0,serebroarts iron decorative platter,2293,1011
920,sunrise showpiece  -  28 cm,2081.0,2081.0,sunrise showpiece  -  28 cm,2070,2423
921,sassy stripes full sleeve printed women's jacket,1299.0,1299.0,sassy stripes full sleeve printed women's jacket,1291,1511
922,jayanti sarees party embroidered women's kurti,999.0,599.0,jayanti sarees party embroidered women's kurti,986,702
